Date,Open,High,Low,Close,Volume
4/19/2011,42.186,42.386,42.128,42.377,15240
4/20/2011,43.268,43.376,43.197,43.376,41214
4/21/2011,43.747,43.79,43.441,43.557,93030
4/25/2011,43.617,43.665,43.384,43.524,41824
4/26/2011,43.691,43.923,43.565,43.865,45507
4/27/2011,43.976,44.282,43.608,44.239,29888
4/28/2011,44.105,44.371,44.105,44.323,30118
4/29/2011,44.331,44.632,44.323,44.52,42244
5/2/2011,44.705,44.831,44.348,44.446,75076
5/3/2011,44.123,44.299,43.773,44,53470
5/4/2011,43.892,43.892,43.343,43.532,41256
5/5/2011,43.118,43.234,42.601,42.76,86325
5/6/2011,43.441,43.549,42.701,42.926,128576
5/9/2011,42.951,43.25,42.76,43.167,45365
5/10/2011,43.234,43.617,43.234,43.565,23922
5/11/2011,43.308,43.308,42.567,42.778,66426
5/12/2011,42.627,43.009,42.334,42.934,61628
5/13/2011,42.584,42.701,41.986,42.221,38765
5/16/2011,42.094,42.502,42.019,42.102,69890
5/17/2011,41.787,42.195,41.655,42.186,67664
5/18/2011,42.179,42.627,42.145,42.627,16446
5/19/2011,42.593,42.752,42.396,42.692,33308
5/20/2011,42.47,42.601,42.085,42.237,61649
5/23/2011,41.272,41.655,41.131,41.446,105747
5/24/2011,41.679,41.862,41.512,41.664,111090
5/25/2011,41.42,41.922,41.42,41.871,71572
5/26/2011,42.12,42.302,41.821,42.237,82969
5/27/2011,42.518,42.683,42.461,42.552,41484
5/31/2011,43.665,43.665,43.043,43.182,81513
6/1/2011,43.19,43.19,42.36,42.36,44296
6/2/2011,42.634,42.634,42.195,42.576,280522
6/3/2011,42.136,42.769,42.094,42.495,28640
6/6/2011,42.445,42.445,41.913,41.96,90934
6/7/2011,42.495,42.584,42.302,42.311,28119
6/8/2011,42.07,42.145,41.777,41.879,48915
6/9/2011,41.795,42.311,41.795,42.252,27420
6/10/2011,41.831,41.904,41.147,41.297,178702
6/13/2011,41.395,41.604,41.155,41.324,59732
6/14/2011,41.853,42.102,41.853,41.969,50605
6/15/2011,41.289,41.395,40.731,40.864,49531
6/16/2011,40.529,40.839,40.273,40.622,80446
6/17/2011,41.029,41.08,40.839,40.914,28678
6/20/2011,40.591,40.887,40.591,40.823,35784
6/21/2011,41.172,41.71,41.172,41.664,45876
6/22/2011,41.315,41.537,41.097,41.097,112724
6/23/2011,40.523,40.873,40.206,40.873,31115
6/24/2011,41.006,41.006,40.491,40.565,19503
6/27/2011,40.565,40.958,40.465,40.887,61699
6/28/2011,41.122,41.371,41.014,41.371,19198
6/29/2011,41.71,42.062,41.58,41.977,21972
6/30/2011,42.253,42.674,42.221,42.657,43862
7/1/2011,42.518,43.118,42.411,43.084,47980
7/5/2011,42.959,43.077,42.803,42.85,41799
7/6/2011,42.701,42.701,42.419,42.627,44597
7/7/2011,43.034,43.135,42.892,43.026,26450
7/8/2011,42.495,42.71,42.377,42.593,31820
7/11/2011,41.71,41.795,41.331,41.454,40278
7/12/2011,41.164,41.619,41.155,41.155,54805
7/13/2011,41.572,42.179,41.546,41.77,33736
7/14/2011,41.953,42.004,41.437,41.507,20368
7/15/2011,41.746,41.846,41.489,41.664,35245
7/18/2011,41.264,41.331,40.805,41.155,2402674
7/19/2011,41.489,41.736,41.454,41.694,46192
7/20/2011,42.011,42.094,41.821,42.045,26481
7/21/2011,42.403,42.873,42.403,42.803,46550
7/22/2011,42.803,42.951,42.601,42.873,40236
7/25/2011,42.526,42.803,42.526,42.642,27403
7/26/2011,42.834,42.993,42.668,42.796,39667
7/27/2011,42.627,42.627,41.853,42.011,36682
7/28/2011,41.853,42.186,41.77,41.787,32671
7/29/2011,41.655,42.145,41.537,41.913,27677
8/1/2011,42.56,42.56,41.221,41.595,133927
8/2/2011,41.104,41.403,40.465,40.491,81785
8/3/2011,40.565,40.731,39.75,40.537,189447
8/4/2011,39.408,39.408,37.862,37.929,213691
8/5/2011,38.644,38.653,36.866,38.205,132121
8/8/2011,36.625,37.005,35.318,35.485,244218
8/9/2011,36.747,37.555,35.751,37.38,237142
8/10/2011,36.682,37.13,35.751,35.751,195585
8/11/2011,35.993,37.657,35.832,37.298,186734
8/12/2011,37.694,38.162,37.29,37.657,96728
8/15/2011,38.144,38.553,38.144,38.553,180560
8/16/2011,37.929,38.345,37.664,38.121,162414
8/17/2011,38.319,38.677,38.028,38.205,103020
8/18/2011,37.414,37.414,35.819,36.508,256222
8/19/2011,36.134,36.839,35.908,35.925,82315
8/22/2011,36.815,36.815,36.015,36.125,75631
8/23/2011,36.475,37.19,36.349,37.19,46877
8/24/2011,36.874,37.155,36.682,37.148,45739
8/25/2011,37.031,37.122,36.301,36.4,60527
8/26/2011,36.375,36.965,35.858,36.898,63834
8/29/2011,37.323,37.837,37.323,37.789,33485
8/30/2011,37.498,37.972,37.29,37.862,75988
8/31/2011,38.333,38.624,38.197,38.368,123272
9/1/2011,38.337,38.677,38.078,38.121,97567
9/2/2011,37.432,37.622,37.037,37.167,485905
9/6/2011,35.693,36.198,35.508,36.108,249317
9/7/2011,36.717,37.316,36.717,37.316,59374
9/8/2011,36.79,37.122,36.467,36.616,26013
9/9/2011,36.008,36.059,35.293,35.428,74160
9/12/2011,34.821,35.144,34.435,35.144,371427
9/13/2011,35.12,35.508,34.969,35.485,69308
9/14/2011,35.428,35.999,34.918,35.76,92949
9/15/2011,36.091,36.467,36.041,36.448,44549
9/16/2011,36.375,36.581,36.168,36.356,31922
9/19/2011,35.176,35.636,35.044,35.534,45920
9/20/2011,35.618,35.925,35.335,35.611,38219
9/21/2011,35.445,35.493,34.562,34.562,197424
9/22/2011,33.358,33.382,32.632,33.009,313347
9/23/2011,32.949,33.407,32.842,33.283,483135
9/26/2011,33.349,33.765,33,33.757,123691
9/27/2011,34.737,35.335,34.562,34.67,44969
9/28/2011,34.846,34.878,33.941,33.988,55855
9/29/2011,34.795,34.888,34.196,34.693,44440
9/30/2011,33.777,34.035,33.477,33.51,80280
10/3/2011,33.157,33.349,32.508,32.508,96501
10/4/2011,32.216,32.88,31.61,32.88,237451
10/5/2011,32.865,33.531,32.676,33.447,660285
10/6/2011,33.607,34.513,33.482,34.513,103986
10/7/2011,34.562,34.837,34.171,34.229,166770
10/10/2011,35.087,35.55,34.927,35.485,978788
10/11/2011,35.044,35.454,35.011,35.318,132287
10/12/2011,36.173,36.581,35.978,36.224,105030
10/13/2011,35.751,36.198,35.559,36.108,40293
10/14/2011,36.747,36.747,36.274,36.641,67701
10/17/2011,36.649,36.649,35.568,35.576,1267318
10/18/2011,35.666,36.467,35.194,36.319,79547
10/19/2011,36.083,36.091,35.534,35.594,60073
10/20/2011,35.525,35.666,35.07,35.586,60982
10/21/2011,36.152,36.44,36.134,36.44,96021
10/24/2011,36.673,37.223,36.54,37.198,161462
10/25/2011,36.898,36.94,36.448,36.55,62078
10/26/2011,37.005,37.148,36.375,37.04,58842
10/27/2011,38.77,39.244,38.386,38.868,166001
10/28/2011,38.319,38.686,38.319,38.562,142142
10/31/2011,37.879,37.879,36.943,36.953,69664
11/1/2011,35.76,36.125,34.994,35.701,388704
11/2/2011,36.356,36.641,36.1,36.407,127586
11/3/2011,36.889,37.265,36.375,37.256,47771
11/4/2011,36.788,36.849,36.343,36.745,205005
11/7/2011,36.848,37.113,36.581,37.048,34867
11/8/2011,37.165,37.439,36.774,37.397,95591
11/9/2011,36.334,36.334,35.436,35.436,402883
11/10/2011,36.033,36.168,35.644,35.882,62276
11/11/2011,36.334,36.774,36.319,36.747,38930
11/14/2011,36.232,36.475,36.008,36.19,39229
11/15/2011,36.008,36.349,35.866,36.301,91959
11/16/2011,35.742,36.108,35.37,35.37,54911
11/17/2011,35.586,35.627,34.72,34.853,105240
11/18/2011,35.168,35.361,34.862,34.944,75492
11/21/2011,34.18,34.213,33.789,34.18,82326
11/22/2011,34.171,34.313,33.78,33.839,158804
11/23/2011,33.59,33.623,32.865,32.982,118053
11/25/2011,32.826,33.239,32.609,32.79,56189
11/28/2011,34.229,34.329,34.013,34.28,103437
11/29/2011,34.229,34.546,34.222,34.362,65140
11/30/2011,35.768,36.166,35.631,36.166,68092
12/1/2011,35.916,36.241,35.701,35.819,128106
12/2/2011,36.358,36.358,35.725,35.895,64225
12/5/2011,36.415,36.55,36.059,36.274,70068
12/6/2011,35.985,36.283,35.895,36.093,108852
12/7/2011,35.852,36.444,35.734,36.31,38663
12/8/2011,35.708,35.751,35.038,35.038,64026
12/9/2011,35.39,35.904,35.39,35.852,74412
12/12/2011,35.087,35.087,34.595,34.821,113273
12/13/2011,35.098,35.278,34.085,34.241,918624
12/14/2011,34.137,34.232,33.786,33.95,168820
12/15/2011,34.238,34.362,33.948,34.054,245677
12/16/2011,34.189,34.318,33.916,34.051,136854
12/19/2011,34.206,34.206,33.487,33.65,171402
12/20/2011,34.5,34.833,34.251,34.713,209943
12/21/2011,34.669,34.739,34.318,34.653,429006
12/22/2011,34.636,35.038,34.636,34.986,216885
12/23/2011,35.091,35.21,34.978,35.193,221168
12/27/2011,35.012,35.166,35.012,35.116,379853
12/28/2011,34.962,35.064,34.386,34.403,357379
12/29/2011,34.482,35.074,34.464,34.926,314102
12/30/2011,34.969,35.2,34.797,35.091,258578
1/3/2012,35.948,36.23,35.795,36.11,663391
1/4/2012,35.852,36.007,35.716,35.948,338490
1/5/2012,35.509,35.589,35.278,35.552,77931
1/6/2012,35.176,35.399,35.02,35.091,95907
1/9/2012,35.33,35.33,35.047,35.303,148316
1/10/2012,35.904,35.999,35.776,35.852,64653
1/11/2012,35.606,35.776,35.467,35.776,121552
1/12/2012,35.861,35.958,35.647,35.922,86739
1/13/2012,35.476,35.606,35.2,35.579,156353
1/17/2012,36.178,36.195,35.895,35.985,141466
1/18/2012,36.256,36.713,36.077,36.713,53760
1/19/2012,36.908,37.106,36.805,37.106,107522
1/20/2012,36.977,37.296,36.977,37.287,64714
1/23/2012,37.363,37.622,37.353,37.509,126224
1/24/2012,37.157,37.314,36.96,37.296,103648
1/25/2012,37.122,37.784,37.02,37.767,67827
1/26/2012,38.024,38.152,37.622,37.732,81059
1/27/2012,37.802,37.879,37.665,37.819,43976
1/30/2012,37.167,37.483,37.055,37.432,88604
1/31/2012,37.879,37.974,37.406,37.665,70748
2/1/2012,38.111,38.394,38.075,38.221,160385
2/2/2012,38.378,38.486,38.245,38.351,262885
2/3/2012,38.78,38.967,38.58,38.909,152549
2/6/2012,38.523,38.718,38.495,38.693,118252
2/7/2012,38.599,38.926,38.513,38.864,77586
2/8/2012,39.08,39.149,38.812,39.035,139842
2/9/2012,39.216,39.277,38.901,39.028,125177
2/10/2012,38.445,38.445,38.221,38.342,77220
2/13/2012,38.985,38.985,38.693,38.772,108616
2/14/2012,38.651,38.675,38.282,38.505,93975
2/15/2012,38.96,38.96,38.574,38.661,236972
2/16/2012,38.541,39.125,38.477,39.035,232451
2/17/2012,39.303,39.319,39.061,39.277,128547
2/21/2012,39.388,39.476,39.243,39.277,108885
2/22/2012,39.19,39.31,39.089,39.19,94804
2/23/2012,39.252,39.451,39.035,39.432,403174
2/24/2012,39.629,39.792,39.541,39.688,97783
2/27/2012,39.125,39.476,39.035,39.327,202880
2/28/2012,39.467,39.81,39.459,39.81,60729
2/29/2012,39.929,40.048,39.31,39.379,95893
3/1/2012,39.688,39.947,39.663,39.91,594609
3/2/2012,39.663,39.663,39.396,39.484,133938
3/5/2012,39.413,39.413,39.132,39.172,103728
3/6/2012,38.385,38.385,37.844,38.015,227644
3/7/2012,38.238,38.505,38.171,38.486,118036
3/8/2012,39.035,39.396,38.96,39.319,207498
3/9/2012,39.181,39.319,39.125,39.216,233010
3/12/2012,39.164,39.164,38.831,39.028,125641
3/13/2012,39.19,39.715,39.141,39.698,151254
3/14/2012,39.507,39.603,39.149,39.277,159619
3/15/2012,39.372,39.679,39.31,39.612,82981
3/16/2012,39.767,39.902,39.749,39.792,288023
3/19/2012,39.688,39.999,39.629,39.876,76851
3/20/2012,39.286,39.403,39.149,39.379,93750
3/21/2012,39.337,39.345,39.08,39.286,63423
3/22/2012,38.839,38.917,38.661,38.831,83817
3/23/2012,38.917,39.089,38.661,39.089,245255
3/26/2012,39.432,39.679,39.327,39.679,108726
3/27/2012,39.672,39.722,39.432,39.451,375285
3/28/2012,39.507,39.507,38.909,39.125,88831
3/29/2012,38.693,38.909,38.523,38.892,206864
3/30/2012,39.19,39.199,38.96,39.164,85491
4/2/2012,39.08,39.774,39.035,39.688,151631
4/3/2012,39.594,39.594,38.874,39.098,90446
4/4/2012,38.454,38.486,38.093,38.245,196273
4/5/2012,38.111,38.378,38.075,38.206,110257
4/9/2012,37.819,37.982,37.681,37.879,95537
4/10/2012,37.861,37.861,37.114,37.184,82627
4/11/2012,37.835,37.844,37.594,37.657,103529
4/12/2012,37.904,38.419,37.852,38.385,80850
4/13/2012,38.093,38.093,37.665,37.695,65640
4/16/2012,38.032,38.075,37.632,37.852,122105
4/17/2012,38.179,38.495,38.041,38.401,58405
4/18/2012,38.179,38.314,38.075,38.152,105843
4/19/2012,38.221,38.378,37.852,38.05,91130
4/20/2012,38.298,38.427,38.238,38.238,175812
4/23/2012,37.613,37.648,37.202,37.622,125869
4/24/2012,37.776,37.946,37.715,37.827,158984
4/25/2012,38.152,38.333,37.964,38.333,182458
4/26/2012,38.119,38.454,38.032,38.427,154746
4/27/2012,38.557,38.58,38.368,38.548,172432
4/30/2012,38.454,38.462,38.179,38.351,121162
5/1/2012,38.359,38.772,38.314,38.566,173432
5/2/2012,38.282,38.305,38.024,38.255,95190
5/3/2012,38.314,38.351,37.861,37.896,174856
5/4/2012,37.784,37.784,37.321,37.39,64104
5/7/2012,37.432,37.613,37.321,37.577,103181
5/8/2012,37.217,37.225,36.618,37.064,115140
5/9/2012,36.41,36.728,36.166,36.582,322521
5/10/2012,36.918,37.055,36.721,36.754,96688
5/11/2012,36.437,36.822,36.343,36.531,88105
5/14/2012,36.033,36.033,35.776,35.776,112544
5/15/2012,35.672,35.786,35.271,35.356,81143
5/16/2012,35.246,35.494,34.986,34.996,213908
5/17/2012,34.978,35.004,34.558,34.558,113970
5/18/2012,34.617,34.739,34.276,34.283,135463
5/21/2012,34.454,35.02,34.454,34.944,149379
5/22/2012,34.986,35.254,34.678,34.842,88772
5/23/2012,34.482,34.567,33.898,34.567,103599
5/24/2012,34.608,34.653,34.164,34.412,84032
5/25/2012,34.292,34.436,34.224,34.251,97538
5/29/2012,34.926,34.969,34.575,34.781,209839
5/30/2012,34.36,34.36,33.983,34.077,94080
5/31/2012,34.327,34.327,33.811,34.197,99324
6/1/2012,33.641,33.777,33.374,33.374,166922
6/4/2012,33.658,33.735,33.298,33.615,115671
6/5/2012,33.487,33.847,33.487,33.837,75449
6/6/2012,34.172,34.816,34.164,34.807,109832
6/7/2012,35.33,35.356,34.748,34.807,1391808
6/8/2012,34.318,34.653,34.181,34.575,108024
6/11/2012,35.004,35.004,34.283,34.283,261175
6/12/2012,34.636,34.885,34.436,34.885,160097
6/13/2012,34.653,34.902,34.541,34.608,66293
6/14/2012,34.524,34.952,34.454,34.826,93169
6/15/2012,35.074,35.321,35.012,35.321,147909
6/18/2012,35.237,35.373,35.047,35.303,84116
6/19/2012,35.571,36.119,35.571,35.94,66472
6/20/2012,36.033,36.178,35.786,35.967,77009
6/21/2012,36.024,36.024,34.969,34.969,88217
6/22/2012,35.509,35.552,35.098,35.346,89625
6/25/2012,34.816,34.816,34.395,34.395,1101429
6/26/2012,34.599,35.39,34.377,34.721,120215
6/27/2012,34.764,35.107,34.694,34.962,225225
6/28/2012,34.662,34.962,34.517,34.917,128944
6/29/2012,35.887,36.24,35.887,36.24,306264
7/2/2012,36.32,36.437,36.102,36.437,90227
7/3/2012,36.454,36.875,36.419,36.745,165346
7/5/2012,36.343,36.434,36.134,36.31,138232
7/6/2012,36.033,36.033,35.699,35.913,89810
7/9/2012,35.742,35.776,35.597,35.776,97333
7/10/2012,36.033,36.085,35.426,35.543,71742
7/11/2012,35.64,35.804,35.476,35.672,88173
7/12/2012,35.278,35.338,34.944,35.219,143178
7/13/2012,35.365,35.843,35.365,35.791,72310
7/16/2012,35.725,35.861,35.527,35.742,84158
7/17/2012,35.895,36.032,35.527,35.993,202165
7/18/2012,35.834,36.195,35.834,36.102,72055
7/19/2012,36.428,36.539,36.222,36.444,82242
7/20/2012,35.922,35.922,35.734,35.776,86494
7/23/2012,34.772,35.149,34.653,35.064,172788
7/24/2012,35.083,35.083,34.508,34.755,111610
7/25/2012,35.064,35.083,34.772,34.902,94811
7/26/2012,35.647,35.877,35.622,35.812,303999
7/27/2012,36.069,36.797,36.069,36.642,66290
7/30/2012,36.497,36.652,36.463,36.539,74819
7/31/2012,36.573,36.642,36.351,36.351,56247
8/1/2012,36.66,36.66,36.301,36.327,124141
8/2/2012,36.024,36.259,35.716,35.913,241545
8/3/2012,36.609,37.106,36.609,36.977,190735
8/6/2012,37.167,37.371,37.114,37.217,99902
8/7/2012,37.424,37.665,37.424,37.501,92369
8/8/2012,37.321,37.577,37.321,37.45,83484
8/9/2012,37.353,37.671,37.353,37.509,84458
8/10/2012,37.27,37.64,37.234,37.64,67182
8/13/2012,37.501,37.632,37.335,37.441,396338
8/14/2012,37.594,37.672,37.466,37.553,42511
8/15/2012,37.493,37.562,37.353,37.509,71329
8/16/2012,37.665,37.929,37.603,37.904,210276
8/17/2012,37.904,37.955,37.748,37.921,116748
8/20/2012,37.705,37.964,37.648,37.852,98022
8/21/2012,38.162,38.351,37.955,38.015,93702
8/22/2012,37.776,38.041,37.681,38.015,213166
8/23/2012,37.921,37.921,37.705,37.767,66574
8/24/2012,37.594,37.852,37.424,37.748,196133
8/27/2012,37.793,37.861,37.665,37.695,155073
8/28/2012,37.594,37.642,37.416,37.476,1283722
8/29/2012,37.363,37.501,37.278,37.329,1777470
8/30/2012,37.175,37.175,36.832,36.908,83076
8/31/2012,37.336,37.417,37.011,37.296,87192
9/4/2012,37.233,37.233,36.891,37.037,115985
9/5/2012,36.995,37.02,36.822,36.943,119152
9/6/2012,37.217,37.879,37.175,37.827,85298
9/7/2012,38.179,38.419,38.102,38.419,136506
9/10/2012,38.324,38.368,38.057,38.119,100159
9/11/2012,38.342,38.592,38.298,38.436,101217
9/12/2012,38.804,38.812,38.554,38.661,83897
9/13/2012,38.608,39.541,38.523,39.422,144710
9/14/2012,39.826,40.152,39.672,39.876,131117
9/17/2012,39.801,39.861,39.492,39.559,97557
9/18/2012,39.432,39.499,39.31,39.396,66223
9/19/2012,39.533,39.614,39.372,39.541,95972
9/20/2012,39.125,39.294,38.95,39.26,67111
9/21/2012,39.568,39.568,39.31,39.363,77743
9/24/2012,39.158,39.282,38.967,39.238,72774
9/25/2012,39.395,39.492,38.89,38.908,76695
9/26/2012,38.732,38.751,38.384,38.558,98395
9/27/2012,38.845,39.184,38.73,39.127,123818
9/28/2012,38.852,38.852,38.477,38.568,814376
10/1/2012,39.062,39.265,38.801,38.828,457383
10/2/2012,39.166,39.18,38.838,39.004,200542
10/3/2012,38.994,39.004,38.689,38.838,227995
10/4/2012,39.134,39.255,39.018,39.229,476703
10/5/2012,39.515,39.631,39.158,39.3,139189
10/8/2012,39.053,39.062,38.88,38.966,267880
10/9/2012,38.88,38.88,38.426,38.505,189646
10/10/2012,38.592,38.592,38.226,38.349,178838
10/11/2012,38.776,38.899,38.568,38.601,252703
10/12/2012,38.705,38.707,38.435,38.55,52559
10/15/2012,38.793,38.949,38.609,38.949,99750
10/16/2012,39.229,39.492,39.09,39.492,97587
10/17/2012,39.631,39.818,39.515,39.806,125792
10/18/2012,39.726,39.896,39.562,39.734,159555
10/19/2012,39.578,39.578,39.109,39.134,132015
10/22/2012,39.45,39.507,39.203,39.466,182880
10/23/2012,38.768,38.768,38.455,38.635,125350
10/24/2012,38.845,39.043,38.714,38.742,72872
10/25/2012,39.134,39.21,38.818,39.019,57345
10/26/2012,38.862,38.908,38.714,38.862,75270
10/31/2012,39.09,39.246,38.775,38.88,78552
11/1/2012,39.062,39.369,39.028,39.324,138650
11/2/2012,39.342,39.351,38.994,39.035,681958
11/5/2012,39.035,39.053,38.862,39.028,107533
11/6/2012,39.166,39.369,39.118,39.315,96002
11/7/2012,39.053,39.053,38.533,38.732,402528
11/8/2012,38.689,38.856,38.349,38.349,301764
11/9/2012,38.321,38.645,38.211,38.409,152393
11/12/2012,38.582,38.582,38.349,38.409,54929
11/13/2012,38.087,38.4,37.983,38.174,113036
11/14/2012,38.339,38.339,37.683,37.764,143240
11/15/2012,37.946,38.015,37.691,37.842,201505
11/16/2012,37.946,37.946,37.537,37.842,110966
11/19/2012,38.376,38.626,38.339,38.626,92729
11/20/2012,38.462,38.575,38.318,38.575,112973
11/21/2012,38.662,38.689,38.547,38.679,217491
11/23/2012,39.158,39.43,39.143,39.43,126462
11/26/2012,39.246,39.315,39.123,39.315,370641
11/27/2012,39.194,39.3,39.035,39.053,138646
11/28/2012,38.916,39.308,38.733,39.293,231085
11/29/2012,39.587,39.726,39.45,39.666,114875
11/30/2012,39.709,39.792,39.621,39.682,230167
12/3/2012,39.908,39.918,39.647,39.657,106829
12/4/2012,39.734,39.881,39.692,39.779,208976
12/5/2012,39.84,40.111,39.762,39.97,130929
12/6/2012,40.067,40.102,39.908,40.067,336228
12/7/2012,40.058,40.118,39.908,40.111,126857
12/10/2012,40.092,40.259,40.084,40.224,430529
12/11/2012,40.259,40.459,40.259,40.372,229080
12/12/2012,40.564,40.764,40.477,40.564,178476
12/13/2012,40.564,40.634,40.329,40.441,159250
12/14/2012,40.51,40.704,40.449,40.573,124276
12/17/2012,40.592,40.773,40.564,40.773,183505
12/18/2012,40.852,41.112,40.789,41.086,325801
12/19/2012,41.226,41.392,41.166,41.166,253238
12/20/2012,40.808,40.885,40.661,40.878,431379
12/21/2012,40.408,40.51,40.259,40.51,422085
12/24/2012,40.348,42.089,40.348,40.38,189082
12/26/2012,40.661,40.669,40.339,40.423,277940
12/27/2012,40.756,40.756,40.348,40.634,396769
12/28/2012,40.449,40.58,40.311,40.348,379748
12/31/2012,40.311,41.078,40.311,41.06,562712
1/2/2013,41.802,42.047,41.479,41.688,320461
1/3/2013,41.49,41.601,41.272,41.34,296283
1/4/2013,41.316,41.532,41.183,41.47,238416
1/7/2013,41.297,41.332,41.127,41.297,241301
1/8/2013,41.219,41.262,40.94,41.053,279839
1/9/2013,41.219,41.316,41.175,41.289,397954
1/10/2013,41.68,41.839,41.509,41.802,192289
1/11/2013,41.802,41.831,41.617,41.793,272460
1/14/2013,41.85,41.858,41.696,41.855,106243
1/15/2013,41.645,41.732,41.499,41.688,254529
1/16/2013,41.514,41.56,41.383,41.499,204664
1/17/2013,41.846,41.941,41.713,41.864,288029
1/18/2013,41.713,41.882,41.64,41.882,253059
1/22/2013,41.802,41.951,41.679,41.873,295248
1/23/2013,41.839,41.839,41.627,41.75,256895
1/24/2013,41.855,42.028,41.785,41.907,257231
1/25/2013,42.178,42.178,41.967,42.129,405156
1/28/2013,42.117,42.117,41.759,41.793,375188
1/29/2013,41.917,42.231,41.873,42.204,135374
1/30/2013,42.213,42.24,42.098,42.143,156598
1/31/2013,42.178,42.222,42.004,42.047,463182
2/1/2013,42.36,42.5,42.264,42.457,595801
2/4/2013,42.162,42.162,41.688,41.741,366611
2/5/2013,41.914,42.02,41.811,41.899,356332
2/6/2013,41.732,41.994,41.655,41.994,155670
2/7/2013,41.994,41.994,41.409,41.636,503388
2/8/2013,41.713,41.925,41.713,41.839,178817
2/11/2013,41.957,41.957,41.697,41.821,178605
2/12/2013,41.864,42.047,41.758,41.967,171504
2/13/2013,42.204,42.231,42.011,42.127,188466
2/14/2013,41.839,41.957,41.798,41.932,111345
2/15/2013,41.994,42.011,41.68,41.846,211344
2/19/2013,42.074,42.231,42.029,42.213,263681
2/20/2013,42.309,42.351,41.767,41.941,262675
2/21/2013,41.523,41.523,41.097,41.226,272463
2/22/2013,41.56,41.696,41.379,41.696,187306
2/25/2013,41.957,42.047,40.852,40.869,148620
2/26/2013,41.316,41.356,40.959,41.201,145233
2/27/2013,41.201,41.741,41.114,41.665,130833
2/28/2013,41.732,41.854,41.568,41.568,121626
3/1/2013,41.356,41.611,41.244,41.532,277936
3/4/2013,41.435,41.586,41.326,41.576,263627
3/5/2013,42.004,42.074,41.891,41.976,199011
3/6/2013,42.178,42.231,41.921,42.089,345800
3/7/2013,42.171,42.255,42.134,42.213,95316
3/8/2013,42.351,42.351,42.089,42.324,232560
3/11/2013,42.291,42.388,42.165,42.378,136466
3/12/2013,42.405,42.405,42.056,42.162,263341
3/13/2013,42.107,42.127,41.873,42.02,132977
3/14/2013,42.178,42.362,42.099,42.351,182673
3/15/2013,42.422,42.484,42.248,42.299,131449
3/18/2013,41.891,42.186,41.839,41.917,219387
3/19/2013,41.951,42.056,41.521,41.732,368484
3/20/2013,42.081,42.143,41.951,42.065,158840
3/21/2013,41.793,41.902,41.618,41.68,328177
3/22/2013,41.896,42,41.773,41.981,146706
